,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE
335,Karapakkam,523,1,1,2,1,House,AllPub,Gravel,RM,7390000,38
336,Velachery,1524,2,1,4,1,Others,NoSeWa,Paved,RM,11053290,22
337,T Nagar,1949,2,1,5,1,Others,NoSeWa,No Access,RM,14464930,43
338,Chrompet,1263,2,1,4,0,Others,NoSeWa,Gravel,RL,10637010,22
339,KK Nagar,1917,3,2,5,1,House,AllPub,Paved,RL,11045960,18
340,KK Nagar,1401,2,1,4,0,House,NoSeWa,Paved,RH,7410200,20
341,Chrompet,723,1,1,2,0,Others,AllPub,Gravel,RM,8645860,17
342,T Nagar,1660,1,1,4,0,Commercial,NoSeWa,Paved,RH,17787740,37
343,Chrompet,895,1,1,3,1,House,ELO,Gravel,RH,8514750,5
344,Anna Nagar,1889,2,1,5,1,House,ELO,Gravel,RM,13841050,45
345,Chrompet,1199,1,1,3,0,Others,NoSeWa,Paved,RH,9160580,25
346,Karapakkam,782,1,1,2,1,Commercial,AllPub,No Access,I,7794500,14
347,Anna Nagar,1571,1,1,4,1,Others,NoSeWa,Paved,RL,12946530,25
348,KK Nagar,1848,3,2,5,1,Commercial,NoSeWa,Paved,RL,15883280,24
349,Chrompet,1131,1,1,3,1,Others,NoSeWa,No Access,RL,10089670,20
350,Karapakkam,1062,1,1,3,1,House,AllPub,No Access,A,5335750,21
351,KK Nagar,1983,3,2,5,1,House,AllPub,Paved,RM,12126880,24
352,Velachery,1572,2,1,4,0,House,NoSeWa,Gravel,C,8165450,20
353,Anna Nagar,1535,1,1,4,0,Others,ELO,Gravel,RH,11484740,32
354,T Nagar,1818,2,1,5,1,Commercial,NoSeWa,Gravel,RM,22024740,32
355,KK Nagar,1484,2,1,4,1,Others,NoSeWa,Gravel,RH,9771020,27
356,KK Nagar,2189,3,2,5,0,Others,NoSeWa,Gravel,RH,12071880,15
357,Chrompet,1203,2,1,4,0,Commercial,AllPub,No Access,RL,12925550,17
358,KK Nagar,1610,2,1,4,1,Commercial,AllPub,Gravel,RM,15387480,24
359,Adyar,863,1,1,3,1,House,NoSeWa,Paved,A,6637005,7
360,Karapakkam,985,1,1,3,0,Others,AllPub,Gravel,RL,7446875,20
361,Karapakkam,1623,2,2,4,0,Commercial,AllPub,Paved,RH,11658500,38
362,Adyar,1019,1,1,3,0,House,ELO,Gravel,C,6663435,29
363,Karapakkam,1575,2,2,4,1,House,NoSeWa,Paved,RM,9894250,9
364,Chrompet,802,1,1,3,0,Others,NoSeWa,No Access,RM,7968490,9
365,T Nagar,1846,2,1,5,0,Others,NoSeWa,No Access,RH,12403760,34
366,Chrompet,759,1,1,2,0,Others,AllPub,Paved,RL,8149280,15
367,KK Nagar,2060,3,2,5,0,Commercial,NoSeWa,Paved,RL,16012600,30
368,KK Nagar,1503,2,1,4,1,Others,NoSeWa,Gravel,RM,11121040,19
369,Velachery,1853,3,2,5,1,House,NoSeWa,No Access,RL,9462230,49
370,T Nagar,1739,1,1,4,1,Commercial,NoSeWa,Paved,RL,20477590,37
371,Karapakkam,766,1,1,2,1,Commercial,NoSeWa,Paved,RM,8755500,50
372,Chrompet,857,1,1,3,1,Others,AllPub,No Access,RL,8471590,26
373,T Nagar,1887,2,1,5,0,House,ELO,Gravel,RM,13024030,39
374,Karapakkam,1502,2,2,4,0,House,NoSeWa,No Access,RM,8215250,7
375,Velachery,1568,2,1,4,0,Others,NoSeWa,No Access,A,6361850,30
376,Chrompet,918,1,1,3,0,Commercial,NoSeWa,No Access,RM,10929300,22
377,Adyar,1289,2,2,4,0,Commercial,AllPub,Gravel,RH,14634500,40
378,KK Nagar,1941,3,2,5,0,Others,NoSeWa,Gravel,RM,12228420,20
379,Velachery,1730,2,1,4,1,Others,NoSeWa,No Access,RL,10494410,23
380,Velachery,1513,2,1,4,1,Commercial,ELO,Gravel,A,12350640,27
381,Velachery,1762,2,1,4,1,House,NoSeWa,No Access,RH,9071080,24
382,Anna Nagar,1970,2,1,5,1,House,AllPub,No Access,RH,12450910,33
383,Velachery,1702,2,1,4,0,Commercial,NoSeWa,No Access,I,12225650,45
384,Velachery,1726,2,1,4,0,House,NoSeWa,No Access,C,6804640,21
385,Chrompet,1243,2,1,4,1,Commercial,NoSeWa,Gravel,RL,15495150,9
386,Velachery,1550,2,1,4,1,Commercial,ELO,Gravel,A,12456680,14
387,KK Nagar,1830,3,2,5,1,Commercial,AllPub,Gravel,RH,16312280,14
388,Karapakkam,1435,2,2,4,1,House,NoSeWa,Gravel,RM,9753250,33
389,Velachery,1729,2,1,4,1,Others,ELO,Paved,RH,10629750,5
390,T Nagar,1572,1,1,4,1,Commercial,AllPub,Gravel,RM,20715860,18
391,Chrompet,1145,1,1,3,1,Commercial,NoSeWa,Gravel,RH,14297200,16
392,Chrompet,1043,1,1,3,1,Others,ELO,No Access,RH,8317410,30
393,Karapakkam,1332,1,1,3,0,Others,NoSeWa,Paved,RM,8261500,44
394,Karapakkam,608,1,1,2,1,Commercial,ELO,No Access,I,6206250,15
395,Adyar,676,1,1,2,1,Commercial,NoSeWa,No Access,I,8400465,31
396,Velachery,1685,2,1,4,1,Others,NoSeWa,Gravel,RH,11104320,36
397,Adyar,658,1,1,2,0,Others,NoSeWa,Gravel,C,6083885,39
398,Chrompet,1008,1,1,3,0,Others,NoSeWa,Paved,RL,8836160,32
399,Anna Nagar,1924,2,1,5,0,Others,ELO,No Access,RM,13620040,31
400,KK Nagar,2112,3,2,5,0,Commercial,NoSeWa,Gravel,RH,16756460,13
401,Chrompet,917,1,1,3,1,Commercial,NoSeWa,Gravel,RH,11889950,37
402,Karapakkam,1353,2,2,4,1,Others,ELO,No Access,RL,8573875,8
403,Anna Nagar,1694,1,1,4,1,Others,AllPub,Paved,RL,14054970,20
404,Anna Nagar,1625,1,1,4,1,Commercial,AllPub,No Access,RH,18316110,43
405,Anna Nagar,1882,2,1,5,1,Others,AllPub,No Access,RL,14761860,5
406,T Nagar,1924,2,1,5,1,Commercial,AllPub,No Access,RM,22123260,23
407,Chrompet,894,1,1,3,0,Commercial,NoSeWa,No Access,RM,10882400,28
408,Karapakkam,904,1,1,3,1,Others,NoSeWa,No Access,RL,6863000,40
409,Adyar,1279,2,2,4,0,House,NoSeWa,Gravel,RH,9792910,34
410,Velachery,1547,2,1,4,0,Others,ELO,Gravel,RM,10090590,47
411,Karapakkam,626,1,1,2,0,House,AllPub,Paved,RH,5072750,25
412,T Nagar,1673,1,1,4,0,Others,NoSeWa,No Access,RM,12156320,44
413,Chrompet,1296,2,1,4,1,Others,NoSeWa,Gravel,RH,10741020,14
414,KK Nagar,2194,3,2,5,0,Commercial,NoSeWa,Gravel,RH,16805520,6
415,KK Nagar,1678,2,1,4,0,Commercial,NoSeWa,Paved,RL,13586120,16
416,Chrompet,702,1,1,2,1,House,ELO,No Access,RM,8021300,18
417,Adyar,1067,1,1,3,1,House,ELO,No Access,RH,7960405,27
418,Chrompet,980,1,1,3,1,Commercial,NoSeWa,Paved,RH,11847350,25
419,KK Nagar,1989,3,2,5,1,House,NoSeWa,Paved,RM,11985600,20
420,Chrompet,1257,2,1,4,0,Commercial,NoSeWa,Paved,RL,13788450,35
421,Chrompet,1069,1,1,3,1,Others,AllPub,Gravel,RH,10080280,21
422,Karapakkam,606,1,1,2,0,Commercial,NoSeWa,No Access,RL,6564750,13
423,Karapakkam,1449,2,2,4,1,House,NoSeWa,Gravel,RL,8861500,36
424,Karapakkam,1154,1,1,3,0,House,NoSeWa,Paved,RM,7880000,12
425,Adyar,927,1,1,3,0,Commercial,NoSeWa,Gravel,RM,12682895,33
426,Karapakkam,1613,2,2,4,1,Others,ELO,Gravel,RL,10169625,31
427,Velachery,1851,3,2,5,1,House,AllPub,Gravel,RM,11959100,55
428,Velachery,1511,2,1,4,0,Commercial,NoSeWa,No Access,C,10391900,45
429,KK Nagar,1765,2,1,4,0,Others,NoSeWa,Paved,RH,9338880,29
430,Karapakkam,1238,1,1,3,1,Commercial,ELO,No Access,RM,11329750,17
431,Chrompet,934,1,1,3,1,House,ELO,Gravel,RH,8469050,23
432,Chrompet,754,1,1,2,1,House,NoSeWa,Paved,RL,7705800,36
433,T Nagar,1736,1,1,4,1,Others,AllPub,Paved,RL,14057180,10
434,Chrompet,980,1,1,3,1,House,NoSeWa,Gravel,RH,8621500,33
435,Karapakkam,1299,1,1,3,0,Commercial,NoSeWa,Paved,I,9338500,46
436,Karapakkam,849,1,1,2,0,Others,NoSeWa,Paved,RH,5668875,36
437,KK Nagar,1450,2,1,4,1,Others,AllPub,Paved,RH,10040420,21
438,T Nagar,1634,1,1,4,1,House,NoSeWa,Paved,RM,12730270,31
439,Karapakkam,1320,1,1,3,1,Commercial,NoSeWa,Paved,I,11071500,6
440,Chrompet,769,1,1,2,1,House,ELO,No Access,RH,7261650,7
441,Karapakkam,1150,1,1,3,1,House,NoSeWa,Gravel,I,6982000,32
442,Chrompet,908,1,1,3,0,Others,AllPub,Paved,RH,7546960,36
443,Karapakkam,1668,2,2,4,1,Commercial,ELO,Gravel,RH,13650500,6
444,KK Nagar,1990,3,2,5,0,House,NoSeWa,Gravel,RH,10652120,6
445,Anna Nagar,1857,2,1,5,0,Others,NoSeWa,Gravel,RH,13378610,35
446,KK Nagar,2061,3,2,5,1,Commercial,NoSeWa,Gravel,RL,17265880,14
447,KK Nagar,1668,2,1,4,0,House,AllPub,Gravel,RL,10044620,11
448,KK Nagar,1444,2,1,4,0,House,AllPub,Gravel,RL,9153720,26
449,Chrompet,1121,1,1,3,1,Others,NoSeWa,Paved,RH,9089520,29
450,KK Nagar,1514,2,1,4,1,House,NoSeWa,Paved,RH,9075660,23
451,Chrompet,1256,2,1,4,1,House,AllPub,No Access,RL,9957800,4
452,Karapakkam,672,1,1,2,1,Others,NoSeWa,No Access,RH,5805250,19
453,Adyar,908,1,1,3,1,Commercial,AllPub,Gravel,RL,13087155,37
454,Karapakkam,1631,2,2,4,1,House,ELO,Paved,RL,9314000,18
455,Adyar,1001,1,1,3,1,Others,AllPub,Gravel,RL,10533755,37
456,Velachery,1618,2,1,4,0,Commercial,AllPub,Paved,A,11462310,48
457,KK Nagar,2340,4,2,6,1,Others,NoSeWa,Paved,RH,12948200,20
458,Karapakkam,1159,1,1,3,0,Others,NoSeWa,No Access,RH,6149625,50
459,Velachery,1775,2,1,4,1,Others,AllPub,Paved,RH,11031600,25
460,Chrompet,1008,1,1,3,0,Commercial,NoSeWa,Gravel,RM,12713050,19
461,Velachery,1563,2,1,4,1,Commercial,AllPub,Paved,RM,15664740,12
462,KK Nagar,1723,2,1,4,1,House,AllPub,Gravel,RL,11265520,6
463,Velachery,1543,2,1,4,0,Commercial,ELO,No Access,RM,12900790,47
464,Chrompet,1231,2,1,4,0,Others,ELO,Gravel,RL,10271420,29
465,T Nagar,1995,2,1,5,0,Others,NoSeWa,Paved,RL,14154840,32
466,KK Nagar,2113,3,2,5,0,Others,NoSeWa,Paved,RM,12160420,28
467,T Nagar,1849,2,1,5,1,Commercial,NoSeWa,Gravel,RM,22084180,24
468,Chrompet,1095,1,1,3,1,Others,NoSeWa,Paved,RH,9953350,12
469,Karapakkam,1057,1,1,3,0,Commercial,NoSeWa,Paved,RH,8788500,46
470,Karapakkam,841,1,1,2,1,House,NoSeWa,Gravel,I,6266250,25
471,Adyar,693,1,1,2,1,House,ELO,Gravel,C,6879510,34
472,Anna Nagar,1666,1,1,4,0,House,AllPub,Gravel,RL,11991280,24
473,T Nagar,1517,1,1,4,1,Commercial,AllPub,Gravel,RM,19817860,43
474,Anna Nagar,1854,2,1,5,0,Commercial,AllPub,Gravel,RH,19766360,43
475,Adyar,789,1,1,2,0,Commercial,AllPub,Paved,A,8098070,38
476,Chrompet,760,1,1,2,1,House,ELO,Paved,RL,8274000,4
477,Chrompet,1137,1,1,3,0,Others,AllPub,Paved,RH,8912540,11
478,Anna Nagar,1687,1,1,4,1,Commercial,ELO,Gravel,RH,19609810,13
479,Karapakkam,984,1,1,3,1,House,NoSeWa,No Access,C,5340750,13
480,Karapakkam,1662,2,2,4,0,Commercial,AllPub,Gravel,RH,12825500,14
481,Adyar,1065,1,1,3,0,Others,NoSeWa,Paved,I,8717385,19
482,KK Nagar,1621,2,1,4,0,Others,NoSeWa,Paved,RM,9928200,29
483,Chrompet,703,1,1,2,1,Others,NoSeWa,No Access,RM,8231860,21
484,Chrompet,1221,2,1,4,0,Others,NoSeWa,Gravel,RL,9833270,34
485,KK Nagar,1577,2,1,4,0,Commercial,NoSeWa,Gravel,RH,13277420,11
486,Chrompet,989,1,1,3,1,Others,NoSeWa,Paved,RM,10613930,4
487,KK Nagar,1368,2,1,4,1,Others,AllPub,Gravel,RL,10801520,28
488,KK Nagar,2365,4,2,6,1,Commercial,NoSeWa,Paved,RL,18637600,30
489,Anna Nagar,1525,1,1,4,0,Commercial,AllPub,Paved,RL,17566590,32
490,Adyar,1180,1,1,3,1,House,NoSeWa,Paved,I,9397585,19
491,Karapakkam,1122,1,1,3,0,Others,NoSeWa,Gravel,I,6889250,18
492,Anna Nagar,1775,1,1,4,1,Commercial,AllPub,Paved,RH,19512010,33
493,Anna Nagar,1877,2,1,5,0,Others,AllPub,No Access,RL,13064510,30
494,Chrompet,760,1,1,2,0,House,AllPub,Gravel,RM,8386750,17
495,KK Nagar,2297,4,2,6,0,Others,AllPub,Paved,RH,11569680,17
496,Karapakkam,787,1,1,2,1,Others,NoSeWa,Gravel,RL,7825375,9
497,KK Nagar,2317,4,2,6,0,House,NoSeWa,Paved,RH,10502160,28
498,Karapakkam,749,1,1,2,1,House,NoSeWa,Gravel,C,5286000,34
499,Velachery,1616,2,1,4,0,House,NoSeWa,Paved,RM,9794230,14
500,Adyar,1284,2,2,4,1,House,NoSeWa,Paved,RH,9885575,25
501,Chrompet,756,1,1,2,1,Commercial,ELO,No Access,RM,10478100,38
502,Chrompet,1238,2,1,4,0,House,ELO,Paved,RM,9345900,34
503,Chrompet,1236,2,1,4,1,House,NoSeWa,Paved,RH,9314050,31
504,T Nagar,1664,1,1,4,0,Others,AllPub,Paved,RM,13251910,42
505,Anna Nagar,1537,1,1,4,0,Commercial,NoSeWa,Paved,RM,18331880,19
506,Velachery,1731,2,1,4,0,Commercial,NoSeWa,Paved,RH,13478680,44
507,Chrompet,929,1,1,3,1,House,NoSeWa,Paved,RH,8907400,4
508,Chrompet,786,1,1,2,0,House,ELO,Gravel,RM,8185800,20
509,Karapakkam,1370,2,2,4,1,Others,NoSeWa,Paved,RH,9125250,14
510,Karapakkam,1685,2,2,4,0,House,NoSeWa,Gravel,C,6922750,39
511,T Nagar,1549,1,1,4,0,House,NoSeWa,Paved,RM,12133650,30
512,Anna Nagar,1539,1,1,4,1,Commercial,ELO,Paved,RH,18200410,18
513,Anna Nagar,1898,2,1,5,0,Others,NoSeWa,No Access,RM,13485130,42
514,Chrompet,918,1,1,3,1,Commercial,NoSeWa,Paved,RH,11762550,5
515,Chrompet,774,1,1,2,1,Others,AllPub,Paved,RM,9104380,36
516,Chrompet,1072,1,1,3,0,Commercial,AllPub,Gravel,RH,11935950,37
517,Chrompet,1239,2,1,4,1,Others,ELO,Gravel,RH,10881130,22
518,KK Nagar,1362,2,1,4,0,Commercial,NoSeWa,Gravel,RH,12146740,27
519,T Nagar,1785,1,1,4,1,Others,NoSeWa,Gravel,RL,14128990,32
520,KK Nagar,2181,3,2,5,1,House,NoSeWa,Gravel,RL,11821400,30
521,KK Nagar,2033,3,2,5,1,Others,NoSeWa,Paved,RM,12528840,29
522,Adyar,952,1,1,3,0,Commercial,NoSeWa,Gravel,C,10552045,23
523,Chrompet,1066,1,1,3,0,Commercial,AllPub,No Access,RM,12406100,30
524,Chrompet,1153,1,1,3,1,Commercial,AllPub,Paved,RM,14377300,30
525,Velachery,1849,3,2,5,1,House,ELO,No Access,RH,9487400,15
526,Karapakkam,1095,1,1,3,1,House,ELO,No Access,I,5472500,32
527,Adyar,1100,1,1,3,1,Others,AllPub,No Access,RM,10252895,33
528,Adyar,1300,2,2,4,0,House,AllPub,Gravel,RM,10989305,27
529,T Nagar,1806,2,1,5,0,House,AllPub,Paved,RH,11838240,32
530,Anna Nagar,1897,2,1,5,0,House,NoSeWa,Paved,RL,12624040,12
531,Chrompet,1121,1,1,3,0,House,AllPub,Gravel,RH,8288050,23
532,Adyar,985,1,1,3,0,Commercial,NoSeWa,Paved,RL,11903865,31
533,Velachery,1782,2,1,4,1,Others,AllPub,Gravel,C,10274050,20
534,Anna Nagar,1582,1,1,4,0,Commercial,ELO,Paved,RH,17398770,26
535,Chrompet,1225,2,1,4,1,House,NoSeWa,No Access,RL,9680500,6
536,KK Nagar,1727,2,1,4,1,House,NoSeWa,Gravel,RM,11855060,23
537,Velachery,1712,2,1,4,1,Commercial,ELO,Paved,RL,15849210,18
538,Adyar,1089,1,1,3,1,Others,NoSeWa,No Access,I,8585715,21
539,Velachery,1532,2,1,4,0,Commercial,ELO,Paved,I,11452010,53
540,KK Nagar,1301,1,1,3,1,Others,AllPub,Gravel,RH,9675500,14
541,Adyar,812,1,1,3,0,Others,AllPub,No Access,I,6285850,30
542,Chrompet,863,1,1,3,0,House,AllPub,Gravel,RL,7813750,37
543,Velachery,1686,2,1,4,1,House,NoSeWa,No Access,RM,10094840,32
544,Karapakkam,1332,1,1,3,0,Commercial,NoSeWa,Paved,RM,11235750,37
545,Chrompet,969,1,1,3,1,Commercial,AllPub,Gravel,RM,13556150,37
546,Adyar,1300,2,2,4,0,House,NoSeWa,Paved,RH,9023925,35
547,Karapakkam,593,1,1,2,1,Others,ELO,Gravel,A,4863375,14
548,Chrompet,809,1,1,3,0,House,NoSeWa,Paved,RH,6511200,36
549,Karapakkam,1105,1,1,3,1,Others,NoSeWa,No Access,RH,7511125,7
550,Karapakkam,542,1,1,2,0,Others,NoSeWa,Paved,A,3013500,35
551,Karapakkam,1608,2,2,4,0,House,ELO,Gravel,RM,9243750,21
552,KK Nagar,2271,4,2,6,0,Commercial,NoSeWa,Gravel,RH,17422860,13
553,KK Nagar,1915,3,2,5,0,House,AllPub,Gravel,RH,9917200,10
554,KK Nagar,2152,3,2,5,0,Commercial,NoSeWa,Paved,RM,16834800,30
555,Adyar,1068,1,1,3,0,Others,NoSeWa,Paved,C,7586885,39
556,Velachery,1810,3,2,5,0,House,AllPub,Paved,RH,8907630,54
557,Velachery,1939,3,2,5,1,Others,NoSeWa,No Access,A,9519320,16
558,Anna Nagar,1905,2,1,5,0,Commercial,ELO,No Access,RM,20591900,25
559,Chrompet,1057,1,1,3,1,House,AllPub,No Access,RH,8111350,29
560,Velachery,1920,3,2,5,1,Commercial,NoSeWa,Paved,RL,16484920,41
561,T Nagar,1577,1,1,4,0,House,NoSeWa,Gravel,RL,11992650,10
562,Karapakkam,787,1,1,2,1,Others,ELO,Paved,C,5256625,16
563,T Nagar,1916,2,1,5,1,House,ELO,Gravel,RM,14715230,34
564,KK Nagar,1527,2,1,4,1,Others,AllPub,Paved,RM,10829380,22
565,Chrompet,1248,2,1,4,0,House,AllPub,Gravel,RL,9747000,20
566,Velachery,1555,2,1,4,0,House,NoSeWa,Gravel,RL,8762530,44
567,KK Nagar,2323,4,2,6,0,Commercial,AllPub,Paved,RH,17529340,27
568,Chrompet,961,1,1,3,1,House,AllPub,Paved,RL,9198300,18
569,Chrompet,849,1,1,3,0,Others,NoSeWa,Paved,RM,8823380,11
570,Velachery,1938,3,2,5,1,Commercial,AllPub,Gravel,A,15317750,25
571,Chrompet,1147,1,1,3,0,Others,AllPub,Gravel,RM,10152390,40
572,Anna Nagar,1976,2,1,5,1,Commercial,NoSeWa,Gravel,RL,22829130,14
573,Karapakkam,973,1,1,3,0,Others,ELO,Paved,RL,6878875,6
574,KK Nagar,1472,2,1,4,1,Others,AllPub,Gravel,RM,11506980,7
575,Anna Nagar,1689,1,1,4,0,Others,AllPub,Paved,RM,13454780,28
576,Karapakkam,1208,1,1,3,1,Commercial,AllPub,Paved,RM,12048000,12
577,Adyar,1268,2,2,4,0,Others,AllPub,No Access,RM,10769525,15
578,T Nagar,1640,1,1,4,0,House,NoSeWa,No Access,RH,10342830,9
579,Adyar,635,1,1,2,1,House,NoSeWa,No Access,C,5597240,16
580,Velachery,1996,3,2,5,1,House,NoSeWa,Gravel,RH,11307820,26
581,KK Nagar,2404,4,2,6,0,House,AllPub,Paved,RH,11040620,21
582,Velachery,1675,2,1,4,1,Commercial,AllPub,No Access,I,13190720,51
583,Chrompet,797,1,1,2,0,Others,NoSeWa,No Access,RL,7160890,16
584,Karapakkam,1256,1,1,3,0,Others,ELO,Paved,C,5643000,20
585,T Nagar,1938,2,1,5,1,Commercial,ELO,Gravel,RH,22181670,6
586,Chrompet,757,1,1,2,1,Commercial,AllPub,Paved,RM,11415700,34
587,Karapakkam,520,1,1,2,0,House,ELO,Paved,RL,4849000,32
588,Karapakkam,878,1,1,2,1,Commercial,NoSeWa,Gravel,RM,10387250,23
589,Adyar,927,1,1,3,1,Commercial,ELO,Gravel,A,10889570,18
590,Velachery,1751,2,1,4,1,House,AllPub,Paved,RL,10358610,23
591,Chrompet,764,1,1,2,0,Others,NoSeWa,Gravel,RM,8476180,30
592,Velachery,1674,2,1,4,0,Commercial,AllPub,No Access,I,13098030,24
593,Velachery,1681,2,1,4,1,House,ELO,Gravel,RL,10644830,14
594,Anna Nagar,1976,2,1,5,0,Commercial,NoSeWa,Paved,RL,21473270,31
595,Anna Nagar,1505,1,1,4,0,House,ELO,No Access,RH,9630420,21
596,Karapakkam,888,1,1,2,0,House,AllPub,Paved,RL,6428250,19
597,Velachery,1680,2,1,4,1,House,ELO,No Access,A,7418190,7
598,Karapakkam,631,1,1,2,1,Others,NoSeWa,Gravel,RH,6543375,23
599,Chrompet,1227,2,1,4,1,House,NoSeWa,Paved,RM,10787350,5
600,Karapakkam,1124,1,1,3,1,Others,ELO,Paved,RL,7827250,41
601,Anna Nagar,1962,2,1,5,1,Commercial,ELO,Paved,RM,22449450,30
602,Chrompet,1261,2,1,4,0,Others,NoSeWa,Paved,RL,9718570,12
603,Chrompet,1164,1,1,3,0,Commercial,NoSeWa,Paved,RM,13271000,40
604,KK Nagar,1313,1,1,3,1,House,AllPub,Gravel,RH,9414520,6
605,T Nagar,1723,1,1,4,1,Commercial,AllPub,No Access,RL,19909630,39
606,Adyar,1144,1,1,3,1,Commercial,NoSeWa,Gravel,RL,14926255,37
607,Velachery,1740,2,1,4,1,Commercial,AllPub,Paved,RM,16803310,23
608,Chrompet,1163,1,1,3,1,Others,NoSeWa,Paved,RM,10471560,31
609,Chrompet,708,1,1,2,0,House,NoSeWa,Gravel,RM,7745900,14
610,Velachery,1855,3,2,5,0,House,AllPub,Paved,C,7603630,54
611,Karapakkam,563,1,1,2,0,Commercial,AllPub,Paved,RM,7116000,48
612,Anna Nagar,1768,1,1,4,1,Others,NoSeWa,Paved,RM,14739250,38
613,Karapakkam,943,1,1,3,1,House,NoSeWa,Paved,C,5796000,10
614,Chrompet,931,1,1,3,0,House,NoSeWa,No Access,RM,7520800,36
615,Chrompet,1127,1,1,3,1,House,NoSeWa,Paved,RL,9701800,36
616,KK Nagar,1629,2,1,4,0,Commercial,AllPub,Paved,RM,14192960,28
617,Anna Nagar,1656,1,1,4,1,Others,NoSeWa,Gravel,RM,14920370,17
618,T Nagar,1676,1,1,4,1,House,AllPub,Paved,RL,12961070,11
619,Chrompet,856,1,1,3,0,House,NoSeWa,Gravel,RL,8191250,31
620,Velachery,1663,2,1,4,1,Commercial,AllPub,No Access,RH,14684370,11
621,Anna Nagar,1905,2,1,5,1,House,ELO,Paved,RH,13152750,30
622,Karapakkam,861,1,1,2,1,Others,NoSeWa,Paved,RL,8245625,7
623,Chrompet,1183,1,1,3,1,Others,NoSeWa,Paved,RH,9627210,30
624,Karapakkam,1352,2,2,4,1,Commercial,NoSeWa,Gravel,I,10937250,43
625,Anna Nagar,1510,1,1,4,0,Others,NoSeWa,Paved,RH,10975430,39
626,Chrompet,987,1,1,3,1,Others,NoSeWa,Paved,RM,9963440,19
627,Karapakkam,1245,1,1,3,1,Others,AllPub,Paved,I,7830375,16
628,Chrompet,1144,1,1,3,0,House,NoSeWa,No Access,RH,7464800,12
629,Chrompet,790,1,1,2,0,House,NoSeWa,Paved,RL,6846100,34
630,KK Nagar,1736,2,1,4,1,Others,NoSeWa,Paved,RM,11252380,23
631,Velachery,1950,3,2,5,1,House,NoSeWa,Gravel,RL,11266200,45
632,KK Nagar,2186,3,2,5,1,Commercial,NoSeWa,Paved,RL,17733960,18
633,Adyar,843,1,1,3,0,House,ELO,Paved,RM,8335390,26
634,Adyar,1022,1,1,3,0,House,NoSeWa,Gravel,RH,9036250,10
635,KK Nagar,2397,4,2,6,0,Others,NoSeWa,Paved,RH,11770840,25
636,Chrompet,1083,1,1,3,0,Others,ELO,Gravel,RM,9519460,33
637,Adyar,923,1,1,3,0,Commercial,ELO,No Access,C,8984810,34
638,Anna Nagar,1958,2,1,5,1,Commercial,AllPub,Paved,RM,22744800,25
639,Adyar,631,1,1,2,1,House,NoSeWa,Gravel,RL,8141330,22
640,Anna Nagar,1829,2,1,5,0,Commercial,ELO,No Access,RM,19806350,35
641,KK Nagar,2228,4,2,6,0,House,NoSeWa,Paved,RM,11966860,23
642,Anna Nagar,1969,2,1,5,1,Others,ELO,Gravel,RH,15342740,21
643,Chrompet,1128,1,1,3,0,Others,AllPub,Gravel,RL,9985710,13
644,Adyar,922,1,1,3,0,Others,ELO,Paved,C,6442655,37
645,Chrompet,1141,1,1,3,1,Commercial,AllPub,Paved,RH,13883800,16
646,Velachery,1537,2,1,4,0,House,AllPub,Gravel,RL,9920630,9
647,Adyar,720,1,1,2,1,Commercial,ELO,Paved,RL,11427045,23
648,KK Nagar,2175,3,2,5,0,Others,NoSeWa,Paved,RL,11790660,8
649,Adyar,1152,1,1,3,1,Others,NoSeWa,No Access,A,8235750,10
650,KK Nagar,2278,4,2,6,1,House,NoSeWa,Paved,RL,12527740,17
651,KK Nagar,2460,4,2,6,1,Commercial,NoSeWa,Paved,RL,19389140,7
652,Velachery,1940,3,2,5,1,Commercial,AllPub,Gravel,RL,17797530,19
653,Karapakkam,693,1,1,2,0,Others,NoSeWa,Paved,I,4680125,29
654,Chrompet,966,1,1,3,0,House,AllPub,Gravel,RL,8952550,5
655,Adyar,898,1,1,3,1,House,NoSeWa,Paved,RL,9350380,12
656,Adyar,918,1,1,3,0,Commercial,AllPub,Gravel,A,9876540,35
657,Anna Nagar,1918,2,1,5,0,Commercial,ELO,No Access,RH,19609850,15
658,KK Nagar,2333,4,2,6,0,Commercial,NoSeWa,Paved,RH,17171100,15
659,Karapakkam,768,1,1,2,1,House,ELO,Paved,C,4855000,28
660,Chrompet,783,1,1,2,1,Others,AllPub,Gravel,RL,9165460,13
661,Anna Nagar,1661,1,1,4,0,House,AllPub,Paved,RM,12356960,28
662,Chrompet,958,1,1,3,1,Commercial,AllPub,Paved,RL,12473300,34
663,Adyar,1276,2,2,4,0,Commercial,NoSeWa,No Access,I,12858080,12
664,KK Nagar,1877,3,2,5,1,Commercial,AllPub,Paved,RH,15665660,23
665,Anna Nagar,1845,2,1,5,1,House,ELO,No Access,RL,12053080,44
666,KK Nagar,1533,2,1,4,1,House,NoSeWa,Paved,RH,9357800,20
667,Chrompet,1257,2,1,4,1,Others,AllPub,Gravel,RM,12851040,5
668,Karapakkam,1353,2,2,4,1,House,NoSeWa,Gravel,RL,9109750,31
669,Velachery,1672,2,1,4,1,House,NoSeWa,Paved,A,7512030,44
670,Chrompet,1097,1,1,3,1,Commercial,AllPub,No Access,RH,12764450,15
